Booking No,Ticket Type,Ticket Count,Ticket Amount,Processing Fee,Ticket Fee,Platform Fee,Agent Fee,Discount Amount,Grand Total,Payment Status,Booking Status,Event Name,Organizer,Venue,Created Date,Stripe Revenue,Eventox Revenue,Organizer Revenue,Refund Amount,Actions,Year,Month,Day,Weekday,Net Revenue,Revenue Per Ticket,Total Fees,Fee Percentage,Refund Flag,Discount Used,Booking Size,Revenue Category
EV1762841273259MA12W4,Guest Ticket ,4,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:07:53.498000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Medium,Low
EV1762841416410YWBQT3,Guest Ticket ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:10:16.624000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762841546252VFKHY8,Guest Ticket ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:12:26.408000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762841658996CJ0HRA,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:14:19.187000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV176284186927378G26S,Guest Ticket ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:17:49.566000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV176284195261371NAVX,VIP ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:19:12.808000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762842117056LP09P0,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:21:57.216000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762842185240YROEHW,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:23:05.366000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762842303725MRZ43Z,VIP ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:25:03.769000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV176284265197052JD3Y,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:30:52.111000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762842758187GPNHTT,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:32:38.418000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762842911373NN96AU,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:35:11.515000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762842984353G915NR,VIP ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:36:24.514000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762843020877DVS64K,VIP ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:37:01.067000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV17628431594325TWN0H,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:39:19.542000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV17628432554278KEHRB,VIP ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:40:55.521000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762843318606QI31NX,VIP ,3,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:41:58.707000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Medium,Low
EV1762843416103LJWRJ7,Guest Ticket ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:43:36.346000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762843533753ZDNXJR,Guest Ticket ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:45:33.900000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV17628436097684TX1P6,Guest Ticket ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:46:49.888000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV17628436970917S2MWN,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:48:17.207000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762843747288MGZA4R,VIP ,4,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:49:07.464000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Medium,Low
EV1762844041939FS5ULD,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:54:02.201000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762844098810VLNFXC,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:54:58.980000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762844185454XJ2QBQ,VIP ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 06:56:25.610000+00:00,0.0,0.0,0.0,0.0,,2025,11,11,Tuesday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1762849067504TR7R7R,Couple Entry,2,52.0,1.4,1.0,0,0,5.2,49.2,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 08:17:47.700000+00:00,1.63,0.77,46.8,0.0,,2025,11,11,Tuesday,49.2,24.6,2.4,4.878048780487805,0,1,Small,Medium
EV17628640239535D1WMP,Couple Entry,2,52.0,1.4,1.0,0,0,0.0,54.4,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 12:27:04.074000+00:00,1.77,0.63,52.0,0.0,,2025,11,11,Tuesday,54.4,27.2,2.4,4.411764705882353,0,0,Small,Medium
EV17629051612632C6JFG,Couple Entry,2,52.0,1.4,1.0,0,0,0.0,54.4,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-11 23:52:41.542000+00:00,1.77,0.63,52.0,0.0,,2025,11,11,Tuesday,54.4,27.2,2.4,4.411764705882353,0,0,Small,Medium
EV17629104050688RQ7QD,Phase Two,2,58.0,1.57,1.0,0,0,0.0,60.57,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-12 01:20:05.110000+00:00,1.94,0.63,58.0,0.0,,2025,11,12,Wednesday,60.57,30.285,2.5700000000000003,4.243024599636784,0,0,Small,Medium
EV1762910439316MDF6XA,Phase Two,2,58.0,1.57,1.0,0,0,0.0,60.57,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-12 01:20:39.440000+00:00,1.94,0.63,58.0,0.0,,2025,11,12,Wednesday,60.57,30.285,2.5700000000000003,4.243024599636784,0,0,Small,Medium
EV1762926864579PNOE0T,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-12 05:54:24.676000+00:00,1.01,0.17,25.0,0.0,,2025,11,12,Wednesday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV17629269113976KFPKM,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-12 05:55:11.603000+00:00,1.01,0.17,25.0,0.0,,2025,11,12,Wednesday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1763000632803879D3J,Guest Ticket ,2,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-13 02:23:52.940000+00:00,0.0,0.0,0.0,0.0,,2025,11,13,Thursday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV17630007462645IDBYO,Guest Ticket ,1,0.0,0.0,0.0,0,0,0.0,0.0,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-13 02:25:46.386000+00:00,0.0,0.0,0.0,0.0,,2025,11,13,Thursday,0.0,0.0,0.0,0.0,0,0,Small,Low
EV1763024531037LJGOB9,Phase Two,2,58.0,1.57,1.0,0,0,0.0,60.57,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-13 09:02:11.173000+00:00,1.94,0.63,58.0,0.0,,2025,11,13,Thursday,60.57,30.285,2.5700000000000003,4.243024599636784,0,0,Small,Medium
EV17630629867809AJWFJ,Adult,2,120.0,3.24,3.6,0,0,0.0,126.84,paid,confirmed,"Moksha With Srinivas ""Sangamam"" New Zealand Tour 2025",Moksha Base & Shelz Media,,2025-11-13 19:43:06.808000+00:00,3.72,3.12,120.0,0.0,,2025,11,13,Thursday,126.84,63.42,6.84,5.392620624408704,0,0,Small,Very High
EV1763072665424L7BY5J,Group Ticket,5,125.0,3.38,2.5,0,0,0.0,130.88,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-13 22:24:25.591000+00:00,3.83,2.05,125.0,0.0,,2025,11,13,Thursday,130.88,26.176,5.88,4.492665036674817,0,0,Medium,Very High
EV1763086035366FAKISQ,Phase Two,2,58.0,1.57,1.0,0,0,0.0,60.57,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 02:07:15.556000+00:00,1.94,0.63,58.0,0.0,,2025,11,14,Friday,60.57,30.285,2.5700000000000003,4.243024599636784,0,0,Small,Medium
EV1763092912555PRYSWR,Group Ticket,5,125.0,3.38,2.5,0,0,0.0,130.88,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 04:01:52.725000+00:00,3.83,2.05,125.0,0.0,,2025,11,14,Friday,130.88,26.176,5.88,4.492665036674817,0,0,Medium,Very High
EV1763104816110WHT98S,Couple Entry,2,52.0,1.4,1.0,0,0,0.0,54.4,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 07:20:16.249000+00:00,1.77,0.63,52.0,0.0,,2025,11,14,Friday,54.4,27.2,2.4,4.411764705882353,0,0,Small,Medium
EV1763104821090ZXEVUP,Couple Entry,2,52.0,1.4,1.0,0,0,0.0,54.4,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 07:20:21.202000+00:00,1.77,0.63,52.0,0.0,,2025,11,14,Friday,54.4,27.2,2.4,4.411764705882353,0,0,Small,Medium
EV176310483313449PQ4G,Couple Entry,2,52.0,1.4,1.0,0,0,0.0,54.4,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 07:20:33.396000+00:00,1.77,0.63,52.0,0.0,,2025,11,14,Friday,54.4,27.2,2.4,4.411764705882353,0,0,Small,Medium
EV1763104855246XZYKXH,Couple Entry,2,52.0,1.4,1.0,0,0,0.0,54.4,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 07:20:55.446000+00:00,1.77,0.63,52.0,0.0,,2025,11,14,Friday,54.4,27.2,2.4,4.411764705882353,0,0,Small,Medium
EV17631048665260AUP9K,Couple Entry,2,52.0,1.4,1.0,0,0,0.0,54.4,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 07:21:06.538000+00:00,1.77,0.63,52.0,0.0,,2025,11,14,Friday,54.4,27.2,2.4,4.411764705882353,0,0,Small,Medium
EV1763104919366KIWT2L,Couple Entry,2,52.0,1.4,1.0,0,0,0.0,54.4,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 07:21:59.587000+00:00,1.77,0.63,52.0,0.0,,2025,11,14,Friday,54.4,27.2,2.4,4.411764705882353,0,0,Small,Medium
EV17631194154194V3UA8,Phase Two,1,29.0,0.78,0.5,0,0,0.0,30.28,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 11:23:35.595000+00:00,1.12,0.16,29.0,0.0,,2025,11,14,Friday,30.28,30.28,1.28,4.227212681638045,0,0,Small,Low
EV1763119535711C5A0ZP,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 11:25:35.821000+00:00,1.01,0.17,25.0,0.0,,2025,11,14,Friday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1763121269737RC1JIL,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 11:54:29.859000+00:00,1.01,0.17,25.0,0.0,,2025,11,14,Friday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV17631215993816ZS5D2,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-14 11:59:59.490000+00:00,1.01,0.17,25.0,0.0,,2025,11,14,Friday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1763169066965NYZLJP,Student,7,175.0,4.73,3.5,0,0,0.0,183.23,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-15 01:11:07.090000+00:00,5.25,2.98,175.0,0.0,,2025,11,15,Saturday,183.23,26.175714285714285,8.23,4.4916225508923215,0,0,Large,Very High
EV1763193027263HDLG2G,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-15 07:50:27.423000+00:00,1.01,0.17,25.0,0.0,,2025,11,15,Saturday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1763277004754O7W1QW,Phase Two,1,29.0,0.78,0.5,0,0,0.0,30.28,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-16 07:10:04.836000+00:00,1.12,0.16,29.0,0.0,,2025,11,16,Sunday,30.28,30.28,1.28,4.227212681638045,0,0,Small,Low
EV1763277941601YUJ2D9,Adults (Members*),5,50.0,1.35,2.5,0,0,30.0,23.85,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-16 07:25:41.712000+00:00,0.94,2.91,20.0,0.0,,2025,11,16,Sunday,23.85,4.7700000000000005,3.85,16.142557651991613,0,1,Medium,Low
EV1763277942637RYEJTY,Adults (Members*),5,50.0,1.35,2.5,0,0,30.0,23.85,expired,expired,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-16 07:25:42.666000+00:00,0.94,2.91,20.0,0.0,,2025,11,16,Sunday,23.85,4.7700000000000005,3.85,16.142557651991613,0,1,Medium,Low
EV1763278744794TKNWII,Adults (Members*),1,20.0,0.54,0.5,0,0,15.0,6.04,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-16 07:39:04.833000+00:00,0.46,0.58,5.0,0.0,,2025,11,16,Sunday,6.04,6.04,1.04,17.218543046357617,0,1,Small,Low
EV176327947982882QS8P,Adults (Members*),4,50.0,1.35,2.0,0,0,30.0,23.35,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-16 07:51:19.859000+00:00,0.93,2.42,20.0,0.0,,2025,11,16,Sunday,23.35,5.8375,3.35,14.346895074946467,0,1,Medium,Low
EV1763285868090ATFJ9O,Adults (Members*),2,20.0,0.54,1.0,0,0,15.0,6.54,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-16 09:37:48.261000+00:00,0.48,1.06,5.0,0.0,,2025,11,16,Sunday,6.54,3.27,1.54,23.547400611620795,0,1,Small,Low
EV17633134962689ZQ3BG,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-16 17:18:16.404000+00:00,1.01,0.17,25.0,0.0,,2025,11,16,Sunday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV17633224730656UTA9K,Phase Two,3,87.0,2.35,1.5,0,0,8.7,82.15,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-16 19:47:53.091000+00:00,2.52,1.33,78.3,0.0,,2025,11,16,Sunday,82.15,27.383333333333336,3.85,4.686548995739501,0,1,Medium,High
EV1763326095580Y4VQ5Z,Adults (Members*),3,45.0,1.22,1.5,0,0,30.0,17.72,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-16 20:48:15.806000+00:00,0.78,1.94,15.0,0.0,,2025,11,16,Sunday,17.72,5.906666666666666,2.7199999999999998,15.349887133182843,0,1,Medium,Low
EV1763326876094SWFBRG,Adults (Members*),3,40.0,1.08,1.5,0,0,0.0,42.58,expired,expired,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-16 21:01:16.417000+00:00,1.45,1.13,40.0,0.0,,2025,11,16,Sunday,42.58,14.193333333333333,2.58,6.05918271488962,0,0,Medium,Medium
EV1763348832625GOWV9M,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 03:07:12.849000+00:00,1.01,0.17,25.0,0.0,,2025,11,17,Monday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1763357643679S8WHNI,Adults (Members*),4,45.0,1.22,2.0,0,0,30.0,18.22,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-17 05:34:03.872000+00:00,0.79,2.43,15.0,0.0,,2025,11,17,Monday,18.22,4.555,3.2199999999999998,17.672886937431397,0,1,Medium,Low
EV1763363135906EG59VK,Adults (Members*),2,40.0,1.08,1.0,0,0,30.0,12.08,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-17 07:05:36.057000+00:00,0.63,1.45,10.0,0.0,,2025,11,17,Monday,12.08,6.04,2.08,17.218543046357617,0,1,Small,Low
EV1763363491901F0SAR2,Students,1,5.0,0.14,0.5,0,0,0.0,5.64,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-17 07:11:31.941000+00:00,0.45,0.19,5.0,0.0,,2025,11,17,Monday,5.64,5.64,0.64,11.347517730496454,0,0,Small,Low
EV1763364552127V0KCRK,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 07:29:12.289000+00:00,1.01,0.17,25.0,0.0,,2025,11,17,Monday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1763364989759GOANRE,Student,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 07:36:29.964000+00:00,1.01,0.17,25.0,0.0,,2025,11,17,Monday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV17633662706074KL7Q7,Phase Two,3,87.0,2.35,1.5,0,0,8.7,82.15,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 07:57:50.734000+00:00,2.52,1.33,78.3,0.0,,2025,11,17,Monday,82.15,27.383333333333336,3.85,4.686548995739501,0,1,Medium,High
EV1763367203677GTRGKM,Student,2,50.0,1.35,1.0,0,0,5.0,47.35,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 08:13:23.855000+00:00,1.58,0.77,45.0,0.0,,2025,11,17,Monday,47.35,23.675,2.35,4.963041182682154,0,1,Small,Medium
EV17633678824918FZMD5,Student,3,75.0,2.03,1.5,0,0,7.5,71.03,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 08:24:42.665000+00:00,2.22,1.31,67.5,0.0,,2025,11,17,Monday,71.03,23.676666666666666,3.53,4.969731099535407,0,1,Medium,High
EV17633682279888TNLY5,Student,5,125.0,3.38,2.5,0,0,0.0,130.88,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 08:30:28.031000+00:00,3.83,2.05,125.0,0.0,,2025,11,17,Monday,130.88,26.176,5.88,4.492665036674817,0,0,Medium,Very High
EV1763369011459VHULOQ,Phase Two,1,29.0,0.78,0.5,0,0,2.9,27.38,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 08:43:31.666000+00:00,1.04,0.24,26.1,0.0,,2025,11,17,Monday,27.38,27.38,1.28,4.6749452154857565,0,1,Small,Low
EV1763369520756T620KC,Adults (Members*),4,45.0,1.22,2.0,0,0,30.0,18.22,paid,confirmed,FESTUM LUCIS – 2025,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2025-11-17 08:52:01.066000+00:00,0.79,2.43,15.0,0.0,,2025,11,17,Monday,18.22,4.555,3.2199999999999998,17.672886937431397,0,1,Medium,Low
EV1763371736156R3GDWR,Student,4,100.0,2.7,2.0,0,0,0.0,104.7,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 09:28:56.273000+00:00,3.13,1.57,100.0,0.0,,2025,11,17,Monday,104.7,26.175,4.7,4.48901623686724,0,0,Medium,High
EV17633725207312533F3,Student,4,112.0,3.02,2.0,0,0,8.7,108.32,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 09:42:00.860000+00:00,3.22,1.8,103.3,0.0,,2025,11,17,Monday,108.32,27.08,5.02,4.634416543574594,0,1,Medium,High
EV17633731859088LIVH2,Phase Two,1,29.0,0.78,0.5,0,0,2.9,27.38,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 09:53:06.056000+00:00,1.04,0.24,26.1,0.0,,2025,11,17,Monday,27.38,27.38,1.28,4.6749452154857565,0,1,Small,Low
EV1763373921318HKNK08,Phase Two,1,29.0,0.78,0.5,0,0,0.0,30.28,expired,expired,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 10:05:21.572000+00:00,1.12,0.16,29.0,0.0,,2025,11,17,Monday,30.28,30.28,1.28,4.227212681638045,0,0,Small,Low
EV1763374278083DFJY67,Phase Two,1,29.0,0.78,0.5,0,0,0.0,30.28,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 10:11:18.323000+00:00,1.12,0.16,29.0,0.0,,2025,11,17,Monday,30.28,30.28,1.28,4.227212681638045,0,0,Small,Low
EV1763411722628RJ3XQT,Couple Entry,1,52.0,1.4,0.5,0,0,0.0,53.9,paid,confirmed,Pakka Local NZ First Anniversary  SIX EIGHT LIVE,PakkaLocal NZ,,2025-11-17 20:35:22.781000+00:00,1.76,0.14,52.0,0.0,,2025,11,17,Monday,53.9,53.9,1.9,3.525046382189239,0,0,Small,Medium
